"","V1","V2"
"29843","pouring","rain"
"29844","power","play"
"29845","power","outage"
"29846","power","nap"
"29858","ppl","say"
"29859","ppl","i"
"29860","ppl","like"
"29878","pptpltpsstp","server"
"29879","pr","web"
"29880","practice","today"
"29881","practice","tonight"
"29882","practice","tomorrow"
"29886","praise","god"
"29887","praise","lord"
"29888","prank","call"
"29889","pray","god"
"29890","pray","i"
"29891","prayers","go"
"29892","prayers","family"
"29893","praying","i"
"29894","praying","family"
"29895","praying","god"
"29896","pre","game"
"29897","pre","order"
"29898","preach","rt"
"29899","predict","future"
"29900","premier","league"
"29901","premiere","tonight"
"29902","pres","obama"
"29903","presale","tickets"
"29904","present","future"
"29905","present","ever"
"29906","present","moment"
"29907","presentation","today"
"29908","presentation","i"
"29909","president","obama"
"29910","president","united"
"29911","president","obamas"
"29915","presidential","election"
"29916","presidential","candidate"
"29917","presidential","candidates"
"29918","presidents","day"
"29919","press","release"
"29920","press","conference"
"29921","press","releases"
"29923","pretend","like"
"29924","pretend","im"
"29925","pretend","i"
"29926","pretty","sure"
"29927","pretty","good"
"29928","pretty","much"
"29984","previous","tweet"
"29985","price","tag"
"29986","price","right"
"29987","price","bottles"
"29989","pride","prejudice"
"29990","prime","time"
"29991","prime","rib"
"29992","prime","minister"
"29993","prince","fielder"
"29994","prince","charming"
"29995","prison","break"
"29996","private","party"
"29997","private","event"
"29998","private","sector"
"30003","prize","pack"
"30004","prize","winner"
"30005","pro","bowl"
"30006","pro","tip"
"30007","pro","athletes"
"30010","prob","just"
"30011","prob","i"
"30012","probably","just"
"30013","probably","going"
"30014","probably","get"
"30047","problem","i"
"30048","problem","thanks"
"30049","problem","solved"
"30062","problems","i"
"30063","problems","will"
"30064","problems","bitch"
"30065","proceeds","go"
"30066","proceeds","benefit"
"30067","process","i"
"30068","product","placement"
"30069","product","line"
"30070","production","team"
"30071","production","meeting"
"30072","productive","day"
"30073","productive","week"
"30074","productive","today"
"30076","products","works"
"30077","products","services"
"30078","professional","development"
"30079","professionals","day"
"30080","profile","pic"
"30081","profile","picture"
"30082","profile","pics"
"30085","program","i"
"30086","program","will"
"30087","program","today"
"30088","progress","made"
"30089","project","i"
"30090","project","x"
"30091","project","management"
"30101","projects","i"
"30102","prom","dress"
"30103","prom","night"
"30104","prom","i"
"30109","promise","i"
"30110","promise","will"
"30111","promise","ill"
"30115","promo","code"
"30116","promo","video"
"30117","promotion","site"
"30118","pros","cons"
"30119","prosperous","new"
"30120","protein","shake"
"30121","proud","i"
"30122","proud","u"
"30123","proud","of"
"30137","prove","wrong"
"30138","ps","i"
"30139","ps","im"
"30140","ps","love"
"30141","pub","crawl"
"30142","pub","quiz"
"30143","public","library"
"30144","public","schools"
"30145","public","school"
"30166","puerto","rico"
"30167","puerto","rican"
"30168","puff","puff"
"30169","puff","daddy"
"30170","pulitzer","prize"
"30171","pull","hair"
"30172","pull","together"
"30173","pull","trigger"
"30176","pulled","pork"
"30177","pulp","fiction"
"30178","pumped","see"
"30179","pumpkin","pie"
"30180","pumpkin","spice"
"30181","pun","intended"
"30182","punch","face"
"30183","punched","face"
"30184","pungle","app"
"30185","punk","ass"
"30186","punk","rock"
"30187","puppy","bowl"
"30188","purchase","tickets"
"30189","pure","joy"
"30190","purple","rain"
"30191","purpose","life"
"30192","pursuit","happiness"
"30193","push","ups"
"30194","push","away"
"30195","push","back"
"30196","pushed","back"
"30197","pussy","like"
"30198","pussy","ass"
"30199","put","together"
"30200","put","work"
"30201","put","back"
"30260","puts","good"
"30261","puts","smile"
"30262","putting","together"
"30263","putting","finishing"
"30264","putting","work"
"30268","q","what"
"30269","q","how"
"30270","q","i"
"30277","qr","codes"
"30278","qr","code"
"30279","quality","time"
"30280","quality","life"
"30281","quality","quantity"
"30282","quarter","results"
"30283","question","i"
"30284","question","what"
"30285","question","day"
"30306","questions","i"
"30307","questions","ask"
"30308","questions","asked"
"30313","quick","question"
"30314","quick","easy"
"30315","quick","i"
"30320","quickly","i"
"30321","quiet","time"
"30322","quiet","i"
"30323","quiet","night"
"30324","quit","smoking"
"30325","quit","job"
"30326","quit","talking"
"30328","quite","like"
"30329","quite","bit"
"30330","quite","possibly"
"30339","quote","day"
"30340","quote","i"
"30341","quote","night"
"30344","r","u"
"30345","r","going"
"30346","r","gonna"
"30368","rabbit","hole"
"30369","race","day"
"30370","race","i"
"30371","race","cure"
"30374","rack","city"
"30375","racks","racks"
"30376","radio","show"
"30377","radio","station"
"30378","radio","stations"
"30384","rain","rain"
"30385","rain","go"
"30386","rain","i"
"30396","rainbow","journey"
"30397","raining","i"
"30398","raining","hard"
"30399","raining","cats"
"30401","rains","pours"
"30402","rainy","day"
"30403","rainy","days"
"30404","rainy","weather"
"30405","raise","money"
"30406","raise","hand"
"30407","raise","awareness"
"30410","raises","hand"
"30411","raising","money"
"30412","rajon","rondo"
"30413","ralph","waldo"
"30414","ramen","noodles"
"30415","ran","miles"
"30416","ran","away"
"30417","random","people"
"30418","random","i"
"30419","random","thought"
"30429","randy","moss"
"30430","range","rover"
"30431","rangers","game"
"30432","rangers","win"
"30433","rangers","fan"
"30436","rap","music"
"30437","rap","song"
"30438","ratchet","ass"
"30439","rates","apply"
"30440","rather","see"
"30441","rather","go"
"30442","rather","just"
"30446","ray","allen"
"30447","ray","charles"
"30448","ray","ray"
"30451","rbi","single"
"30452","rd","time"
"30453","rd","th"
"30454","rd","party"
"30468","re","last"
"30469","re","tweet"
"30470","reach","followers"
"30471","reach","goal"
"30472","reach","goals"
"30476","reached","followers"
"30477","reached","point"
"30478","read","book"
"30479","read","tweets"
"30480","read","i"
"30525","reading","tweets"
"30526","reading","book"
"30527","reading","the"
"30543","ready","go"
"30544","ready","get"
"30545","ready","work"
"30608","real","life"
"30609","real","estate"
"30610","real","talk"
"30667","reality","show"
"30668","reality","tv"
"30669","reality","check"
"30672","realize","i"
"30673","realize","much"
"30674","realize","im"
"30679","realized","i"
"30680","realized","im"
"30681","realized","much"
"30684","realizing","i"
"30685","really","good"
"30686","really","want"
"30687","really","like"
"30882","reap","seeds"
"30883","rear","view"
"30884","reason","i"
"30885","reason","im"
"30886","reason","love"
"30894","reasonably","priced"
"30895","reasons","i"
"30896","reasons","im"
"30897","rebecca","black"
"30898","rec","center"
"30899","recall","election"
"30900","receive","free"
"30901","receive","discount"
"30902","receive","email"
"30904","received","email"
"30905","recent","followers"
"30906","recently","i"
"30907","recognize","real"
"30908","recommend","good"
"30909","recommendations","good"
"30910","record","i"
"30911","record","store"
"30912","record","label"
"30917","recording","new"
"30918","recording","studio"
"30919","recording","artist"
"30921","recruiting","class"
"30922","red","sox"
"30923","red","carpet"
"30924","red","bull"
"30954","reference","desk"
"30955","reg","season"
"30956","reggie","miller"
"30957","reggie","evans"
"30958","reggie","bush"
"30959","register","now"
"30960","register","today"
"30961","register","vote"
"30962","registration","open"
"30963","regret","anything"
"30964","regret","nothing"
"30965","regular","season"
"30966","regular","basis"
"30967","regular","hours"
"30969","regularly","scheduled"
"30970","rehearsal","tonight"
"30971","rehearsal","today"
"30972","related","watch"
"30973","related","news"
"30974","relationship","status"
"30975","relationship","i"
"30976","relationship","advice"
"30979","relationships","like"
"30980","relax","enjoy"
"30981","relaxing","day"
"30982","relaxing","weekend"
"30983","relay","life"
"30984","release","party"
"30985","release","date"
"30986","release","show"
"30988","released","new"
"30989","released","today"
"30990","released","soon"
"30991","releasing","new"
"30992","relieve","stress"
"30993","remain","silent"
"30994","remember","i"
"30995","remember","last"
"30996","remember","first"
"31030","remembered","i"
"31031","remind","us"
"31032","remind","i"
"31033","reminded","i"
"31034","reminder","i"
"31035","reminding","us"
"31036","reminding","i"
"31037","reminds","i"
"31038","reminds","us"
"31039","reminds","much"
"31040","remote","control"
"31041","rental","car"
"31042","repeat","i"
"31043","repeatedly","excellence"
"31044","reply","i"
"31045","reply","back"
"31046","reply","dm"
"31048","report","card"
"31049","report","back"
"31050","report","i"
"31052","republican","party"
"31053","required","reading"
"31054","research","paper"
"31055","research","shows"
"31056","research","markets"
"31058","resident","dj"
"31059","resident","evil"
"31060","residents","red"
"31061","respect","i"
"31062","respect","u"
"31063","respect","people"
"31064","respond","i"
"31065","responded","fire"
"31066","response","i"
"31067","responsive","design"
"31068","rest","day"
"31069","rest","life"
"31070","rest","peace"
"31091","restaurant","week"
"31092","restaurant","i"
"31093","restraining","order"
"31094","retail","therapy"
"31095","retina","display"
"31096","return","favor"
"31097","retweet","if"
"31098","retweet","i"
"31099","retweet","love"
"31103","review","the"
"31104","review","i"
"31105","reviews","posts"
"31106","revolve","around"
"31107","revolves","around"
"31108","rewards","just"
"31109","rex","ryan"
"31110","rhode","island"
"31111","rich","people"
"31112","richmond","va"
"31113","rick","ross"
"31114","rick","santorum"
"31115","rick","perry"
"31117","rickie","weeks"
"31118","ride","home"
"31119","ride","bike"
"31120","ride","die"
"31126","ridiculous","i"
"31127","ridiculously","good"
"31128","riding","bike"
"31129","riding","around"
"31130","riding","bus"
"31131","right","now"
"31132","right","i"
"31133","right","back"
"31237","ring","i"
"31238","ring","new"
"31239","ring","ring"
"31240","rio","rancho"
"31241","rip","whitney"
"31242","rip","dick"
"31243","rip","steve"
"31251","rise","shine"
"31252","rise","grind"
"31253","rise","n"
"31254","rite","now"
"31255","road","trip"
"31256","road","i"
"31257","road","win"
"31261","roast","beef"
"31262","robert","louis"
"31263","robert","frost"
"31264","robert","pattinson"
"31266","robin","lynch"
"31267","robin","hood"
"31268","robin","williams"
"31269","rock","roll"
"31270","rock","n"
"31271","rock","star"
"31288","rocked","house"
"31289","rocket","science"
"31290","rockies","game"
"31291","roger","goodell"
"31292","role","model"
"31293","role","models"
"31294","roll","tide"
"31295","roll","call"
"31296","roll","hall"
"31297","roller","coaster"
"31298","roller","derby"
"31299","roller","coasters"
"31300","rolling","stones"
"31301","rolling","stone"
"31302","rolling","deep"
"31303","rolls","eyes"
"31304","romeo","juliet"
"31305","romney","will"
"31306","romney","wins"
"31307","ron","paul"
"31308","ron","artest"
"31309","ron","swanson"
"31311","ronald","reagan"
"31312","ronald","mcdonald"
"31313","rookie","year"
"31314","room","i"
"31315","room","full"
"31316","room","im"
"31327","root","beer"
"31328","root","canal"
"31329","rose","bowl"
"31330","rose","garden"
"31331","roses","red"
"31332","rough","day"
"31333","rough","night"
"31334","rough","week"
"31337","round","pick"
"31338","round","two"
"31339","round","i"
"31347","row","i"
"31348","row","seats"
"31349","row","seat"
"31350","royal","wedding"
"31351","rss","feed"
"31352","rss","feeds"
"31353","rt","i"
"31354","rt","rt"
"31355","rt","the"
"31696","rt“","i"
"31697","rts","mentions"
"31698","rts","have"
"31699","ruby","rails"
"31700","rude","i"
"31701","rudy","gay"
"31702","ruin","day"
"31703","ruin","life"
"31704","rule","world"
"31705","rule","i"
"31706","run","away"
"31707","run","around"
"31708","run","nike"
"31740","running","around"
"31741","running","late"
"31742","running","away"
"31756","runs","away"
"31757","rush","hour"
"31758","rush","limbaugh"
"31759","russell","wilson"
"31760","russell","brand"
